evidence_link_id,source_id,target_table,target_id,supported_field,claim_summary,evidence_role,confidence,last_verified
\SEL002559,\SS043,\Sproblem_method_fit,\SPMF00206,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct collocationは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002560,\SS076,\Sproblem_method_fit,\SPMF00206,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct collocationは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002561,\SS050,\Sproblem_method_fit,\SPMF00206,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct collocationは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002562,\SS042,\Sproblem_method_fit,\SPMF00207,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002563,\SS043,\Sproblem_method_fit,\SPMF00207,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002564,\SS076,\Sproblem_method_fit,\SPMF00207,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002565,\SS050,\Sproblem_method_fit,\SPMF00207,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002566,\SS042,\Sproblem_method_fit,\SPMF00208,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、iLQR/DDPは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002567,\SS043,\Sproblem_method_fit,\SPMF00208,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、iLQR/DDPは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002568,\SS076,\Sproblem_method_fit,\SPMF00208,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、iLQR/DDPは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002569,\SS050,\Sproblem_method_fit,\SPMF00208,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、iLQR/DDPは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002570,\SS042,\Sproblem_method_fit,\SPMF00209,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct shootingは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002571,\SS043,\Sproblem_method_fit,\SPMF00209,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct shootingは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002572,\SS076,\Sproblem_method_fit,\SPMF00209,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct shootingは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002573,\SS050,\Sproblem_method_fit,\SPMF00209,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct shootingは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002574,\SS042,\Sproblem_method_fit,\SPMF00210,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002575,\SS043,\Sproblem_method_fit,\SPMF00210,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002576,\SS076,\Sproblem_method_fit,\SPMF00210,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002577,\SS017,\Sproblem_method_fit,\SPMF00210,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002578,\SS029,\Sproblem_method_fit,\SPMF00210,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002579,\SS030,\Sproblem_method_fit,\SPMF00210,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002580,\SS056,\Sproblem_method_fit,\SPMF00210,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002581,\SS064,\Sproblem_method_fit,\SPMF00210,\Srow,\S最適制御の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_DECOMPOSITION を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002582,\SS012,\Sproblem_method_fit,\SPMF00211,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002583,\SS043,\Sproblem_method_fit,\SPMF00211,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002584,\SS076,\Sproblem_method_fit,\SPMF00211,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002585,\SS004,\Sproblem_method_fit,\SPMF00211,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002586,\SS010,\Sproblem_method_fit,\SPMF00211,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002587,\SS013,\Sproblem_method_fit,\SPMF00211,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002588,\SS014,\Sproblem_method_fit,\SPMF00211,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002589,\SS016,\Sproblem_method_fit,\SPMF00211,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002590,\SS055,\Sproblem_method_fit,\SPMF00211,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002591,\SS062,\Sproblem_method_fit,\SPMF00211,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002592,\SS012,\Sproblem_method_fit,\SPMF00212,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002593,\SS043,\Sproblem_method_fit,\SPMF00212,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002594,\SS076,\Sproblem_method_fit,\SPMF00212,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002595,\SS042,\Sproblem_method_fit,\SPMF00212,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002596,\SS050,\Sproblem_method_fit,\SPMF00212,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002597,\SS012,\Sproblem_method_fit,\SPMF00213,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002598,\SS043,\Sproblem_method_fit,\SPMF00213,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002599,\SS076,\Sproblem_method_fit,\SPMF00213,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002600,\SS017,\Sproblem_method_fit,\SPMF00213,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002601,\SS029,\Sproblem_method_fit,\SPMF00213,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002602,\SS030,\Sproblem_method_fit,\SPMF00213,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002603,\SS056,\Sproblem_method_fit,\SPMF00213,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002604,\SS064,\Sproblem_method_fit,\SPMF00213,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002605,\SS012,\Sproblem_method_fit,\SPMF00214,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、iLQR/DDPは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002606,\SS043,\Sproblem_method_fit,\SPMF00214,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、iLQR/DDPは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002607,\SS076,\Sproblem_method_fit,\SPMF00214,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、iLQR/DDPは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002608,\SS042,\Sproblem_method_fit,\SPMF00214,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、iLQR/DDPは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002609,\SS050,\Sproblem_method_fit,\SPMF00214,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、iLQR/DDPは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002610,\SS012,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002611,\SS043,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002612,\SS076,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002613,\SS034,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002614,\SS035,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002615,\SS036,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002616,\SS037,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002617,\SS038,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002618,\SS059,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002619,\SS069,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002620,\SS075,\Sproblem_method_fit,\SPMF00215,\Srow,\Smodel predictive controlの主要特徴（quadratic、dynamics、analytic_gradient、cheap）に対し、Gaussian process Bayesian optimizationは高価な評価の節約;不確実性活用;条件付き空間対応の変種。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002621,\SS042,\Sproblem_method_fit,\SPMF00216,\Srow,\S軌道最適化の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct collocationは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002622,\SS043,\Sproblem_method_fit,\SPMF00216,\Srow,\S軌道最適化の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct collocationは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002623,\SS050,\Sproblem_method_fit,\SPMF00216,\Srow,\S軌道最適化の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct collocationは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002624,\SS076,\Sproblem_method_fit,\SPMF00216,\Srow,\S軌道最適化の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、direct collocationは動力学構造;疎性;MPC warm start。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002625,\SS042,\Sproblem_method_fit,\SPMF00217,\Srow,\S軌道最適化の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002626,\SS043,\Sproblem_method_fit,\SPMF00217,\Srow,\S軌道最適化の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002627,\SS050,\Sproblem_method_fit,\SPMF00217,\Srow,\S軌道最適化の主要特徴（general_nonlinear、dynamics、automatic_differentiation、expensive）に対し、multiple shootingは不安定動力学でも感度を抑える;疎KKT。ただしmodel/discretization error;initial trajectory;path constraints。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
