method_id,name_ja,name_en,aliases,method_family_id,method_level,summary,problem_classes,required_assumptions,derivative_information,variable_types,constraint_support,convex_fit,nonconvex_applicability,solution_scope,determinism,exactness,theoretical_guarantee,optimality_certificate,scalability,memory_tendency,per_iteration_cost,evaluation_pattern,parallelism,initialization_sensitivity,hyperparameter_sensitivity,scaling_sensitivity,noise_robustness,discontinuity_robustness,constraint_violation_handling,warm_start,online_use,strengths,weaknesses,typical_failures,avoid_conditions,first_choice_conditions,second_choice_conditions,switch_signals,beginner_level,tuning_difficulty,implementation_difficulty,explainability,stopping_criteria,diagnostic_metrics,related_method_ids,parent_method_id,child_method_ids,reference_source_ids,confidence,last_verified
\SM_MULTIPLE_SHOOTING,\Smultiple shooting,\SDirect multiple shooting,\Smultiple shooting,\SMF_OPTIMAL_CONTROL,\Svariant,\S軌道をsegmentに分け状態を変数化しcontinuity制約を置く。,\Soptimal_control;MPC;trajectory;dynamics,\S動力学model・離散化・境界条件が妥当。導関数または線形化が利用可能。,\Sjacobian;automatic_differentiation;linearization,\Strajectory;control;state,\Sdynamics;path;bounds;boundary,\Sstrong_for_linear_quadratic,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S離散化問題のKKT解。連続問題との誤差は離散化とregularityに依存。,\SKKT_residual;dynamics_defect;costate_residual,\Shigh_with_sparse_banded_structure,\Smedium_to_high,\Ssimulation/sensitivity + sparse NLP or Riccati recursion。,\Strajectory rolloutとderivative。,\Stime_or_scenario_parallel_by_method,\Shigh_nonconvex,\Shigh,\Svery_high,\Slow_model_based,\Slow,\Sdefects;multiple_shooting;barrier,\Syes_critical_for_MPC,\Syes_by_realtime_variant,\S不安定動力学でも感度を抑える;疎KKT,\Smodel/discretization error;initial trajectory;path constraints,\Strajectory_defect;unstable_rollout;bad_linearization;mesh_too_coarse,\S動力学が未同定;不連続eventを無処理;高いmodel mismatch,\S中長horizon・不安定/非線形動力学。,\S汎用NLPにflat化すると疎性が失われる。,\Sdefect停滞;rollout発散;mesh refinementで解が変化。,\Sexpert,\Sexpert,\Sexpert,\Shigh,\SKKT_residual;dynamics_defect;cost_change;realtime_deadline,\Sdefect_norm;constraint_violation;KKT;mesh_error;rollout_stability,\S,\SMF_OPTIMAL_CONTROL,\S,\SS042;S043;S050;S076,\Shigh,\S2026-07-13
\SM_MULTISTART,\Smulti-start局所最適化,\SMulti-start local optimization,\Smultistart,\SMF_GLOBAL_SEARCH,\Svariant,\S複数初期値から局所法を実行し最良解を選ぶ。,\Sbounded_nonconvex;multimodal;black_box,\S有限探索領域と十分な評価予算。証明型では追加構造。,\Sfunction_values;optional_local_derivatives,\Scontinuous;bounds,\Sbounds;limited_general_constraints,\Susually_unnecessary,\Sprimary,\Sglobal_candidate,\Shybrid,\Sheuristic,\S確率的漸近保証または限定条件下の決定論的保証。有限予算の証明は通常ない。,\Susually_none;method_specific,\Slow_to_medium,\Smedium,\S複数候補・局所探索・領域分割。,\S局所法より大幅に多い評価。,\Shigh,\Slower_than_single_start,\Smedium,\Shigh,\Smedium_by_variant,\Smedium,\Spenalty;feasibility_rules;local_solver,\Sconditional,\Srare,\S多峰性;複数解候補;局所法の初期値依存を緩和,\S評価費大;証明が弱い;次元の呪い,\Sbudget_exhaustion;premature_convergence;missed_basins,\S高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,\S局所法が速く、多峰性と初期値依存を緩和したい。,\S複数start局所法で解が不安定。,\S評価予算消費に対しincumbent改善が小さい;多様性消失。,\Smedium,\Smedium,\Smedium,\Smedium,\Sevaluation_budget;time_budget;global_gap_if_available;stall,\Sbest_so_far;diversity;coverage;local_refinement_success,\S,\SMF_GLOBAL_SEARCH,\S,\SS006;S007;S008;S009;S072;S073;S074;S056,\Shigh,\S2026-07-13
\SM_NELDER_MEAD,\SNelder–Mead単体法,\SNelder-Mead simplex,\Ssimplex method,\SMF_DFO_LOCAL,\Svariant,\Sn+1点の単体を反射・膨張・縮小する局所DFO。,\Scontinuous;black_box;local,\S評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,\Sfunction_values_only,\Scontinuous;bounds_by_variant,\Sbounds;general_constraints_by_variant,\Sviable,\Syes_local_only,\Slocal,\Simplementation_dependent,\Sheuristic,\S一般多次元での保証は限定的。,\Susually_none;mesh_or_model_stationarity,\Slow,\Slow_to_medium,\S複数の関数評価と幾何更新。,\S次元に応じて多数評価。数値微分より頑健な場合がある。,\Slimited_to_moderate,\Shigh,\Smedium,\Shigh,\Slow_to_medium,\Smedium_by_direct_search,\Sfilter;progressive_barrier;penalty;geometry_by_variant,\Syes,\Srare,\S微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,\S高次元で評価数が急増;局所解;停止判定が弱い,\Ssimplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,\S高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,\S非常に低次元、無制約または単純bounds、評価安価。,\S数値微分型勾配法が不安定。,\S幾何が退化;評価改善なし;次元に比べ予算不足。,\Slow,\Smedium,\Smedium,\Smedium,\Smesh_size;trust_region_radius;step_size;objective_change;budget,\Sevaluation_count;simplex_geometry;mesh_size;constraint_violation,\S,\SMF_DFO_LOCAL,\S,\SS002;S018;S031;S060;S063,\Shigh,\S2026-07-13
\SM_NETWORK_SIMPLEX,\Snetwork simplex,\SNetwork simplex,\Snetwork simplex,\SMF_GRAPH_DP,\Svariant,\Sflow networkのtree basis構造を用いる。,\Smin_cost_flow;transport,\S最適部分構造、network構造、または対応するgraph表現。,\Snone,\Sgraph;discrete;state_action,\Sstructure_specific,\Snot_applicable_or_integral_polytope,\Sstructure_specific,\Sglobal_certificate,\Sdeterministic,\Sexact_with_tolerance,\S対応構造では多項式時間または擬多項式時間の厳密解。,\Salgorithm_specific,\Svery_high,\Slow_to_high_state_space,\Sedge/vertex/state transitions。,\Sblack-box評価ではなく構造を走査。,\Smethod_specific,\Slow,\Slow,\Slow_to_medium,\Snot_applicable,\Snative_discrete,\Sstructure_specific,\Sconditional,\Syes_by_dynamic_variant,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\Sstate_explosion;negative_cycle_or_invalid_assumption;structure_mismatch,\S追加制約が専用構造を破壊;状態次元が巨大,\S既知のflow/path/matching/DP構造。,\SMILP化前に専用法を確認。,\S状態数爆発;side constraintsが多数;memory超過。,\Slow_to_medium,\Slow,\Smedium,\Shigh,\Salgorithm_completion;budget_for_approximate_variants,\Sstates;edges;labels;memory;optimality_condition,\S,\SMF_GRAPH_DP,\S,\SS054,\Shigh,\S2026-07-13
\SM_NEWTON,\SNewton法,\SNewton's method,\SNewton,\SMF_SMOOTH_LOCAL,\Svariant,\SHessianを用いる二階局所法。良い近傍では高速。,\S連続;滑らか;局所最適化,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\Sgradient;hessian,\Scontinuous,\Sunconstrained;bounds_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S仮定下で停留点への収束。凸なら大域解、強凸なら一意解に関する保証を持つ変種がある。,\Sfirst_order_residual;second_order_optional,\Slow_to_medium,\Slow_to_high_by_curvature_model,\SHessian構築と線形系解法。,\S1回以上の目的・勾配評価。線探索で追加評価。,\Slimited_with_linear_algebra_parallelism,\Shigh,\Slow_to_medium,\Shigh,\Slow,\Slow,\Sfamily_dependent,\Syes,\Sconditional,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\Sline_search_failure;bad_gradient;ill_conditioning;saddle_point,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかで信頼できる勾配があり、局所解でよい。,\S数値微分が安価か、自動微分を追加できる。,\S勾配検査不一致;反復停滞;線探索失敗;初期値で解が大きく変わる。,\Smedium,\Smedium,\Smedium,\Shigh,\Sgradient_norm;step_norm;objective_change;budget,\Sgradient_norm;line_search_steps;condition_estimate;function_evaluations,\S,\SMF_SMOOTH_LOCAL,\S,\SS002;S056;S057,\Shigh,\S2026-07-13
\SM_NEWTON_CG,\SNewton-CG法,\SNewton conjugate-gradient,\Struncated Newton;Newton-CG,\SMF_SMOOTH_LOCAL,\Svariant,\SHessian-vector積とCGでNewton方向を近似し大規模化する。,\S連続;滑らか;局所最適化,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\Sgradient;hvp,\Scontinuous,\Sunconstrained;bounds_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S仮定下で停留点への収束。凸なら大域解、強凸なら一意解に関する保証を持つ変種がある。,\Sfirst_order_residual;second_order_optional,\Shigh,\Slow_to_medium,\S勾配と線形代数。Hessian利用時は高い。,\S1回以上の目的・勾配評価。線探索で追加評価。,\Slimited_with_linear_algebra_parallelism,\Smedium_nonconvex,\Slow_to_medium,\Shigh,\Slow,\Slow,\Sfamily_dependent,\Syes,\Sconditional,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\Sline_search_failure;bad_gradient;ill_conditioning;saddle_point,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかで信頼できる勾配があり、局所解でよい。,\S数値微分が安価か、自動微分を追加できる。,\S勾配検査不一致;反復停滞;線探索失敗;初期値で解が大きく変わる。,\Smedium,\Smedium,\Smedium,\Shigh,\Sgradient_norm;step_norm;objective_change;budget,\Sgradient_norm;line_search_steps;condition_estimate;function_evaluations,\S,\SMF_SMOOTH_LOCAL,\S,\SS002;S056;S057,\Shigh,\S2026-07-13
\SM_NLCG,\S非線形共役勾配法,\SNonlinear conjugate gradient,\SNLCG,\SMF_SMOOTH_LOCAL,\Svariant,\S過去の方向を共役化し、低memoryで滑らかな無制約問題を解く。,\S連続;滑らか;局所最適化,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\Sgradient;optional_hessian_or_hvp,\Scontinuous,\Sunconstrained;bounds_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S仮定下で停留点への収束。凸なら大域解、強凸なら一意解に関する保証を持つ変種がある。,\Sfirst_order_residual;second_order_optional,\Svery_high,\Slow,\S勾配と線形代数。Hessian利用時は高い。,\S1回以上の目的・勾配評価。線探索で追加評価。,\Slimited_with_linear_algebra_parallelism,\Smedium_nonconvex,\Slow_to_medium,\Shigh,\Slow,\Slow,\Sfamily_dependent,\Syes,\Sconditional,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\Sline_search_failure;bad_gradient;ill_conditioning;saddle_point,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかで信頼できる勾配があり、局所解でよい。,\S数値微分が安価か、自動微分を追加できる。,\S勾配検査不一致;反復停滞;線探索失敗;初期値で解が大きく変わる。,\Smedium,\Smedium,\Smedium,\Shigh,\Sgradient_norm;step_norm;objective_change;budget,\Sgradient_norm;line_search_steps;condition_estimate;function_evaluations,\S,\SMF_SMOOTH_LOCAL,\S,\SS002;S056;S057,\Shigh,\S2026-07-13
\SM_NSGA_II,\SNSGA-II,\SNon-dominated sorting genetic algorithm II,\SNSGA-II,\SMF_MULTI_OBJECTIVE,\Svariant,\S非支配sortingとcrowding distanceでPareto populationを進化。,\Smultiobjective;Pareto,\S目的の方向・scale・意思決定者の選好または十分な評価予算。,\Smethod_dependent,\Scontinuous;integer;mixed_by_backend,\Sbackend_or_evolutionary_handling,\Sscalarization_strong_in_convex_case,\Syes,\Spareto,\Sstochastic,\Smetaheuristic,\Sscalarizationは条件下でPareto解。population法は有限予算で近似集合。,\SPareto_stationarity_or_gap_method_specific,\Slow_to_medium_objective_count,\Smedium_to_high_archive,\S複数解またはscalarized solves。,\S単目的より多くの評価。,\Shigh_for_population_or_weights,\Smedium,\Shigh,\Svery_high,\Smedium,\Smethod_dependent,\Sbackend_or_feasibility_ranking,\Syes,\Sconditional,\Strade-off可視化;複数選択肢,\S目的scale/metric依存;高目的数で可視化・探索困難,\Spoor_coverage;objective_scaling;wrong_preference;archive_explosion,\S実際には単一utilityが明確;評価予算が極小,\S2〜3目的のnonconvex black-box、並列評価可能。,\S選好を明示できるならscalarization。,\SPareto coverage不足;解が極端;意思決定不能。,\Smedium,\Shigh,\Smedium,\Smedium,\Sevaluation_budget;hypervolume_stall;coverage;backend_gap,\Shypervolume;spacing;epsilon_indicator;feasible_fraction,\S,\SMF_MULTI_OBJECTIVE,\S,\SS039;S068,\Shigh,\S2026-07-13
\SM_NSGA_III,\SNSGA-III,\SReference-point based NSGA-III,\SNSGA-III,\SMF_MULTI_OBJECTIVE,\Svariant,\Sreference directionでmany-objective多様性を維持。,\Smultiobjective;Pareto,\S目的の方向・scale・意思決定者の選好または十分な評価予算。,\Smethod_dependent,\Scontinuous;integer;mixed_by_backend,\Sbackend_or_evolutionary_handling,\Sscalarization_strong_in_convex_case,\Syes,\Spareto,\Sstochastic,\Smetaheuristic,\Sscalarizationは条件下でPareto解。population法は有限予算で近似集合。,\SPareto_stationarity_or_gap_method_specific,\Slow_to_medium_objective_count,\Smedium_to_high_archive,\S複数解またはscalarized solves。,\S単目的より多くの評価。,\Shigh_for_population_or_weights,\Smedium,\Shigh,\Svery_high,\Smedium,\Smethod_dependent,\Sbackend_or_feasibility_ranking,\Syes,\Sconditional,\Strade-off可視化;複数選択肢,\S目的scale/metric依存;高目的数で可視化・探索困難,\Spoor_coverage;objective_scaling;wrong_preference;archive_explosion,\S実際には単一utilityが明確;評価予算が極小,\S目的数が比較的多い。,\S選好を明示できるならscalarization。,\SPareto coverage不足;解が極端;意思決定不能。,\Smedium,\Shigh,\Smedium,\Smedium,\Sevaluation_budget;hypervolume_stall;coverage;backend_gap,\Shypervolume;spacing;epsilon_indicator;feasible_fraction,\S,\SMF_MULTI_OBJECTIVE,\S,\SS039;S068,\Shigh,\S2026-07-13
\SM_OUTER_APPROX_MINLP,\Souter approximation MINLP,\SOuter approximation for MINLP,\SOA,\SMF_DISCRETE_EXACT,\Svariant,\Sconvex NLP情報からMILP masterへcutを追加するMINLP法。,\Sconvex_MINLP,\S連続部分が凸・微分可能で適切な正則性。,\Smodel_coefficients;NLP_derivatives_for_MINLP,\Sbinary;integer;mixed,\Slinear;quadratic;nonlinear_by_method,\Srelaxation_dependent,\Syes_by_spatial_methods,\Sglobal_certificate,\Simplementation_dependent,\Sexact_with_tolerance,\S探索完了時にincumbentとboundから最適性gapを証明。,\SMIP_gap;primal_bound;dual_bound,\Shighly_instance_dependent,\Shigh_tree_and_cuts,\S緩和問題 + cut + heuristic + branching。,\Snode数が指数的になり得る。,\Stree_parallelism,\Slow_to_medium_with_incumbent,\Smedium,\Shigh,\Slow_model_coefficients,\Snative_discrete,\Sfeasibility_tolerances;branching,\Syes_by_solver,\Sconditional,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Sweak_relaxation;bad_big_M;symmetry;no_incumbent;tree_explosion,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\S整数・binaryと線形/対応非線形model、証明またはgapが必要。,\SCP/graph/DPの専用構造が弱い。,\Sroot gapが大;node増加;可行解なし;memory逼迫。,\Smedium,\Shigh,\Smedium,\Shigh,\Soptimality_gap;time;node_limit;solution_limit,\Sincumbent;best_bound;gap;nodes;root_relaxation;cut_counts,\S,\SMF_DISCRETE_EXACT,\S,\SS005;S016;S021;S024;S025;S028;S029,\Shigh,\S2026-07-13
\SM_PARTICLE_SWARM,\Sparticle swarm optimization,\SParticle swarm optimization,\SPSO,\SMF_EVOLUTIONARY,\Svariant,\S個体の自己bestと群bestに基づきvelocityを更新。,\Sblack_box;nonconvex;multimodal;mixed_by_encoding,\S評価予算と妥当な変数表現・境界・乱数管理。,\Sfunction_values_only,\Scontinuous;mixed_by_encoding,\Sbounds;penalty;repair;feasibility_rules,\Susually_unnecessary,\Sprimary,\Sglobal_candidate,\Sstochastic,\Smetaheuristic,\S通常は有限予算の大域最適性証明なし。,\Snone,\Slow_to_medium,\Smedium_to_high_population,\Spopulation_size × evaluation cost。,\S大量の並列評価に適する。,\Shigh,\Smedium,\Shigh,\Shigh,\Smedium,\Shigh,\Spenalty;repair;feasibility_ranking,\Sconditional,\Srare,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\Spremature_convergence;diversity_loss;constraint_penalty_failure,\S評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,\S評価並列化可能で、不連続・多峰性・微分不能。,\S局所DFOが初期値依存。,\S多様性崩壊;改善停滞;可行個体が生成されない。,\Smedium,\Shigh,\Smedium,\Slow,\Sevaluation_budget;time;stall;diversity,\Sbest_so_far;population_diversity;feasible_fraction;seed_variance,\S,\SMF_EVOLUTIONARY,\S,\SS032;S033;S040;S058;S074,\Shigh,\S2026-07-13
\SM_PATTERN_SEARCH,\Spattern search,\SPattern search,\Sdirect search,\SMF_DFO_LOCAL,\Svariant,\Spoll方向上の点を評価しstep sizeを調整。,\Scontinuous;black_box;local,\S評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,\Sfunction_values_only,\Scontinuous;bounds_by_variant,\Sbounds;general_constraints_by_variant,\Sviable,\Syes_local_only,\Slocal,\Simplementation_dependent,\Sheuristic,\SMADS等は仮定下でstationarity保証。単体法などは一般保証が限定的。,\Susually_none;mesh_or_model_stationarity,\Slow_to_medium,\Slow_to_medium,\S複数の関数評価と幾何更新。,\S次元に応じて多数評価。数値微分より頑健な場合がある。,\Smoderate_poll_points,\Shigh,\Smedium,\Shigh,\Slow_to_medium,\Smedium,\Sfilter;progressive_barrier;penalty;geometry_by_variant,\Syes,\Srare,\S微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,\S高次元で評価数が急増;局所解;停止判定が弱い,\Ssimplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,\S高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,\S低〜中次元、評価が比較的安価、微分が信用できない。,\S数値微分型勾配法が不安定。,\S幾何が退化;評価改善なし;次元に比べ予算不足。,\Smedium,\Smedium,\Smedium,\Smedium,\Smesh_size;trust_region_radius;step_size;objective_change;budget,\Sevaluation_count;simplex_geometry;mesh_size;constraint_violation,\S,\SMF_DFO_LOCAL,\S,\SS002;S018;S031;S060;S063,\Shigh,\S2026-07-13
\SM_PBT,\Spopulation based training,\SPopulation-based training,\SPBT,\SMF_SURROGATE_HPO,\Svariant,\Straining中にweightsとhyperparametersをpopulationで継承・摂動。,\Sexpensive_black_box;hyperparameter_optimization;adaptive_experimentation,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\Sfunction_values;optional_gradients,\Scontinuous;integer;categorical;mixed_by_model,\Sbounds;black_box_constraints_by_framework,\Snot_required,\Sprimary,\Sglobal_candidate,\Sstochastic,\Sstatistical,\Skernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,\Snone;posterior_uncertainty_not_certificate,\Slow_to_medium_dimensions;high_cost_evaluations,\Smedium_to_high_with_observations,\Ssurrogate fitting + acquisition optimization。,\S少ない高価評価を逐次またはbatchで選ぶ。,\Shigh,\Smedium,\Shigh,\Shigh,\Smedium_to_high_if_modeled,\Smodel_dependent,\Sconstraint_surrogate;feasibility_probability;penalty,\Syes,\Syes,\S高価な評価の節約;不確実性活用;条件付き空間対応の変種,\S高次元・非定常・model misspecification;acquisition最適化;証明ではない,\Ssurrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\S長時間trainingでscheduleを同時適応。,\Srandom/evolutionary searchでは予算不足。,\Ssurrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,\Smedium,\Shigh,\Shigh,\Smedium,\Sevaluation_budget;time;expected_improvement;confidence_or_stall,\Sbest_so_far;surrogate_error;calibration;acquisition_value;failed_trials,\S,\SMF_SURROGATE_HPO,\S,\SS034;S035;S036;S037;S038;S059;S069;S075,\Shigh,\S2026-07-13
\SM_PDLP,\Sprimal-dual hybrid gradient for LP,\SPrimal-dual hybrid gradient for LP,\SPDLP,\SMF_LP_QP_CONIC,\Svariant,\S一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,\Svery_large_LP,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sexplicit_coefficients,\Scontinuous;cone_variables,\Slinear;quadratic_conic;semidefinite_by_solver,\Sprimary,\Susually_no_except_solver_extensions,\Sconvex_global,\Sdeterministic,\Sexact_with_tolerance,\S凸LPに対する一次法収束。高精度には時間がかかる場合。,\Sprimal_dual_residual;duality_gap;infeasibility_certificate_by_method,\Shuge_sparse,\Slow,\Sbasis update、KKT factorization、またはsparse matrix-vector積。,\Sblack-box評価ではなく係数行列を直接利用。,\Slinear_algebra_or_first_order,\Slow,\Slow_to_medium,\Shigh,\Snot_applicable_input_data_sensitivity,\Snot_applicable,\Sprimal_dual_algorithm,\Simplementation_dependent,\Syes_for_parametric_by_solver,\S大域性;gap/dual;疎性;成熟solver,\S形式に入らない非線形・非凸には不適;数値スケール・退化,\Sinfeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\SLP/QP/錐構造が明示できる。,\S一般NLPへ落とす前に構造変換可能。,\Spresolveでinfeasible;数値warning;gap停滞;memory超過。,\Slow_to_medium,\Slow_to_medium,\Smedium,\Shigh,\Sprimal_dual_feasibility;duality_gap;time;node_or_iteration_limit,\Sprimal_residual;dual_residual;gap;condition;presolve_reductions,\S,\SMF_LP_QP_CONIC,\S,\SS004;S010;S012;S013;S014;S016;S055;S062;S078,\Shigh,\S2026-07-13
\SM_POWELL,\SPowell方向集合法,\SPowell direction-set,\Smodified Powell,\SMF_DFO_LOCAL,\Svariant,\S微分なしで複数方向の一次元探索を反復。,\Scontinuous;black_box;local,\S評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,\Sfunction_values_only,\Scontinuous;bounds_by_variant,\Sbounds_by_implementation,\Sviable,\Syes_local_only,\Slocal,\Simplementation_dependent,\Sheuristic,\SMADS等は仮定下でstationarity保証。単体法などは一般保証が限定的。,\Susually_none;mesh_or_model_stationarity,\Slow_to_medium,\Slow_to_medium,\S複数の関数評価と幾何更新。,\S次元に応じて多数評価。数値微分より頑健な場合がある。,\Slimited_to_moderate,\Shigh,\Smedium,\Shigh,\Slow_to_medium,\Smedium_by_direct_search,\Sfilter;progressive_barrier;penalty;geometry_by_variant,\Syes,\Srare,\S微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,\S高次元で評価数が急増;局所解;停止判定が弱い,\Ssimplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,\S高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,\S低〜中次元、評価が比較的安価、微分が信用できない。,\S数値微分型勾配法が不安定。,\S幾何が退化;評価改善なし;次元に比べ予算不足。,\Smedium,\Smedium,\Smedium,\Smedium,\Smesh_size;trust_region_radius;step_size;objective_change;budget,\Sevaluation_count;simplex_geometry;mesh_size;constraint_violation,\S,\SMF_DFO_LOCAL,\S,\SS002;S018;S031;S060;S063;S056,\Shigh,\S2026-07-13
\SM_PRIMAL_DUAL_CONIC,\Sprimal-dual錐内点法,\SPrimal-dual conic interior-point,\Sconic IPM,\SMF_LP_QP_CONIC,\Svariant,\Sconeのprimal-dual KKT系を解く内点法。,\SLP;QP;SOCP;SDP_by_solver,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sexplicit_coefficients,\Scontinuous;cone_variables,\Slinear;quadratic_conic;semidefinite_by_solver,\Sprimary,\Susually_no_except_solver_extensions,\Sconvex_global,\Sdeterministic,\Sexact_with_tolerance,\S可行性・強双対性等の条件下で大域解とprimal-dual証明量。,\Sprimal_dual_residual;duality_gap;infeasibility_certificate_by_method,\Shigh_to_huge_sparse,\Smedium_to_high,\Sbasis update、KKT factorization、またはsparse matrix-vector積。,\Sblack-box評価ではなく係数行列を直接利用。,\Slinear_algebra_or_first_order,\Slow,\Slow_to_medium,\Shigh,\Snot_applicable_input_data_sensitivity,\Snot_applicable,\Sprimal_dual_algorithm,\Simplementation_dependent,\Syes_for_parametric_by_solver,\S大域性;gap/dual;疎性;成熟solver,\S形式に入らない非線形・非凸には不適;数値スケール・退化,\Sinfeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\S錐構造、dual/gap、高精度が重要。,\S一般NLPへ落とす前に構造変換可能。,\Spresolveでinfeasible;数値warning;gap停滞;memory超過。,\Slow_to_medium,\Slow_to_medium,\Smedium,\Shigh,\Sprimal_dual_feasibility;duality_gap;time;node_or_iteration_limit,\Sprimal_residual;dual_residual;gap;condition;presolve_reductions,\S,\SMF_LP_QP_CONIC,\S,\SS004;S010;S012;S013;S014;S016;S055;S062;S028,\Shigh,\S2026-07-13
\SM_PROJECTED_GRADIENT,\S射影勾配法,\SProjected gradient,\SPGD,\SMF_CONSTRAINED_NLP,\Svariant,\Sgradient step後に実行可能集合へ射影する。,\Scontinuous_nlp;constraints,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\Sgradient;jacobian;optional_hessian_or_hvp,\Scontinuous,\Seasy_projection_sets,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S正則性と二階条件等の下でKKT点への収束。凸問題では大域最適性。,\SKKT_residual;primal_dual_residual,\Svery_high,\Slow,\SKKT系またはQP部分問題の解法。,\S目的・勾配・制約・Jacobianを反復評価。,\Ssparse_linear_algebra,\Smedium_to_high_nonconvex,\Smedium,\Svery_high,\Slow,\Slow,\Sfilter;merit;barrier;penalty_by_variant,\Simplementation_dependent,\Sconditional,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\Sinfeasible_start;constraint_qualification_failure;bad_jacobian;poor_scaling,\S離散変数;不連続制約;強いノイズ,\S凸または局所問題で射影が安価。,\S微分不要法では評価回数が多すぎる。,\SKKT残差停滞;制約違反が減らない;正則化反復が増大。,\Smedium,\Shigh,\Shigh,\Shigh,\SKKT_residual;primal_feasibility;dual_feasibility;complementarity;budget,\Sconstraint_violation;stationarity;complementarity;factorization_status,\S,\SMF_CONSTRAINED_NLP,\S,\SS017;S029;S030;S056;S064;S055;S066,\Shigh,\S2026-07-13
