problem_feature_map_id,problem_id,feature_id,feature_value_id,value_numeric,value_text,truth_status,is_defining,conditions,confidence,source_ids,last_verified
\SPFM00504,\SPA034,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00505,\SPA034,\SF_OBJECTIVE_FORM,\SFV0013,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00506,\SPA034,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00507,\SPA034,\SF_SMOOTHNESS,\SFV0025,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00508,\SPA034,\SF_DERIVATIVE_ACCESS,\SFV0035,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00509,\SPA034,\SF_CONSTRAINT_CLASS,\SFV0042,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00510,\SPA034,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00511,\SPA034,\SF_EVALUATION_COST,\SFV0060,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00512,\SPA034,\SF_NOISE_LEVEL,\SFV0064,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00513,\SPA034,\SF_SOLUTION_GOAL,\SFV0069,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00514,\SPA034,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00515,\SPA034,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00516,\SPA034,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00517,\SPA034,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00518,\SPA034,\SF_STRUCTURE_NONLINEAR_LEAST_SQUARES,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS003;S041,\S2026-07-13
\SPFM00519,\SPA034,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS003;S041,\S2026-07-13
\SPFM00520,\SPA035,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00521,\SPA035,\SF_OBJECTIVE_FORM,\SFV0014,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00522,\SPA035,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00523,\SPA035,\SF_SMOOTHNESS,\SFV0026,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00524,\SPA035,\SF_DERIVATIVE_ACCESS,\SFV0034,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00525,\SPA035,\SF_CONSTRAINT_CLASS,\SFV0041,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00526,\SPA035,\SF_DIMENSION_CONTEXT,\SFV0057,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00527,\SPA035,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00528,\SPA035,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00529,\SPA035,\SF_SOLUTION_GOAL,\SFV0069,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00530,\SPA035,\SF_SCALE_STRUCTURE,\SFV0078,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00531,\SPA035,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00532,\SPA035,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00533,\SPA035,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066;S067,\S2026-07-13
\SPFM00534,\SPA035,\SF_STRUCTURE_SEPARABLE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS055;S066;S067,\S2026-07-13
\SPFM00535,\SPA036,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00536,\SPA036,\SF_OBJECTIVE_FORM,\SFV0015,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00537,\SPA036,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00538,\SPA036,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00539,\SPA036,\SF_DERIVATIVE_ACCESS,\SFV0030,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00540,\SPA036,\SF_CONSTRAINT_CLASS,\SFV0050,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00541,\SPA036,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00542,\SPA036,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00543,\SPA036,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00544,\SPA036,\SF_SOLUTION_GOAL,\SFV0068,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00545,\SPA036,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00546,\SPA036,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00547,\SPA036,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00548,\SPA036,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS055;S066,\S2026-07-13
\SPFM00549,\SPA036,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS055;S066,\S2026-07-13
\SPFM00550,\SPA037,\SF_VARIABLE_DOMAIN,\SFV0008,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00551,\SPA037,\SF_OBJECTIVE_FORM,\SFV0013,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00552,\SPA037,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00553,\SPA037,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00554,\SPA037,\SF_DERIVATIVE_ACCESS,\SFV0031,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00555,\SPA037,\SF_CONSTRAINT_CLASS,\SFV0050,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00556,\SPA037,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00557,\SPA037,\SF_EVALUATION_COST,\SFV0060,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00558,\SPA037,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00559,\SPA037,\SF_SOLUTION_GOAL,\SFV0068,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00560,\SPA037,\SF_SCALE_STRUCTURE,\SFV0077,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00561,\SPA037,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00562,\SPA037,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00563,\SPA037,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS041;S044;S071,\S2026-07-13
\SPFM00564,\SPA037,\SF_STRUCTURE_NONLINEAR_LEAST_SQUARES,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS041;S044;S071,\S2026-07-13
\SPFM00565,\SPA038,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00566,\SPA038,\SF_OBJECTIVE_FORM,\SFV0018,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00567,\SPA038,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00568,\SPA038,\SF_SMOOTHNESS,\SFV0029,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00569,\SPA038,\SF_DERIVATIVE_ACCESS,\SFV0037,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00570,\SPA038,\SF_CONSTRAINT_CLASS,\SFV0042,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00571,\SPA038,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00572,\SPA038,\SF_EVALUATION_COST,\SFV0060,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00573,\SPA038,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00574,\SPA038,\SF_SOLUTION_GOAL,\SFV0074,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00575,\SPA038,\SF_SCALE_STRUCTURE,\SFV0075,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00576,\SPA038,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00577,\SPA038,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00578,\SPA038,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS039;S068,\S2026-07-13
\SPFM00579,\SPA039,\SF_VARIABLE_DOMAIN,\SFV0005,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00580,\SPA039,\SF_OBJECTIVE_FORM,\SFV0016,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00581,\SPA039,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00582,\SPA039,\SF_SMOOTHNESS,\SFV0029,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00583,\SPA039,\SF_DERIVATIVE_ACCESS,\SFV0037,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00584,\SPA039,\SF_CONSTRAINT_CLASS,\SFV0042,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00585,\SPA039,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00586,\SPA039,\SF_EVALUATION_COST,\SFV0061,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00587,\SPA039,\SF_NOISE_LEVEL,\SFV0065,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00588,\SPA039,\SF_SOLUTION_GOAL,\SFV0070,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00589,\SPA039,\SF_SCALE_STRUCTURE,\SFV0075,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00590,\SPA039,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00591,\SPA039,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00592,\SPA039,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS034;S035;S037;S038,\S2026-07-13
\SPFM00593,\SPA040,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00594,\SPA040,\SF_OBJECTIVE_FORM,\SFV0015,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00595,\SPA040,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00596,\SPA040,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00597,\SPA040,\SF_DERIVATIVE_ACCESS,\SFV0033,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00598,\SPA040,\SF_CONSTRAINT_CLASS,\SFV0041,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00599,\SPA040,\SF_DIMENSION_CONTEXT,\SFV0057,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00600,\SPA040,\SF_EVALUATION_COST,\SFV0060,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00601,\SPA040,\SF_NOISE_LEVEL,\SFV0065,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00602,\SPA040,\SF_SOLUTION_GOAL,\SFV0068,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00603,\SPA040,\SF_SCALE_STRUCTURE,\SFV0077,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00604,\SPA040,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00605,\SPA040,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00606,\SPA040,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049;S070,\S2026-07-13
\SPFM00607,\SPA041,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00608,\SPA041,\SF_OBJECTIVE_FORM,\SFV0015,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00609,\SPA041,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00610,\SPA041,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00611,\SPA041,\SF_DERIVATIVE_ACCESS,\SFV0033,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00612,\SPA041,\SF_CONSTRAINT_CLASS,\SFV0041,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00613,\SPA041,\SF_DIMENSION_CONTEXT,\SFV0057,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00614,\SPA041,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00615,\SPA041,\SF_NOISE_LEVEL,\SFV0065,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00616,\SPA041,\SF_SOLUTION_GOAL,\SFV0069,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00617,\SPA041,\SF_SCALE_STRUCTURE,\SFV0078,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00618,\SPA041,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00619,\SPA041,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00620,\SPA041,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS047;S048;S049,\S2026-07-13
\SPFM00621,\SPA041,\SF_STRUCTURE_SEPARABLE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS047;S048;S049,\S2026-07-13
\SPFM00622,\SPA042,\SF_VARIABLE_DOMAIN,\SFV0009,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00623,\SPA042,\SF_OBJECTIVE_FORM,\SFV0015,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00624,\SPA042,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00625,\SPA042,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00626,\SPA042,\SF_DERIVATIVE_ACCESS,\SFV0031,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00627,\SPA042,\SF_CONSTRAINT_CLASS,\SFV0051,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00628,\SPA042,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00629,\SPA042,\SF_EVALUATION_COST,\SFV0061,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00630,\SPA042,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00631,\SPA042,\SF_SOLUTION_GOAL,\SFV0068,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00632,\SPA042,\SF_SCALE_STRUCTURE,\SFV0077,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00633,\SPA042,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00634,\SPA042,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00635,\SPA042,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S076,\S2026-07-13
\SPFM00636,\SPA043,\SF_VARIABLE_DOMAIN,\SFV0009,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00637,\SPA043,\SF_OBJECTIVE_FORM,\SFV0012,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00638,\SPA043,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00639,\SPA043,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00640,\SPA043,\SF_DERIVATIVE_ACCESS,\SFV0030,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00641,\SPA043,\SF_CONSTRAINT_CLASS,\SFV0051,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00642,\SPA043,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00643,\SPA043,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00644,\SPA043,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00645,\SPA043,\SF_SOLUTION_GOAL,\SFV0068,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00646,\SPA043,\SF_SCALE_STRUCTURE,\SFV0077,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00647,\SPA043,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00648,\SPA043,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00649,\SPA043,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S043;S076,\S2026-07-13
\SPFM00650,\SPA043,\SF_STRUCTURE_QP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS012;S043;S076,\S2026-07-13
\SPFM00651,\SPA044,\SF_VARIABLE_DOMAIN,\SFV0009,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00652,\SPA044,\SF_OBJECTIVE_FORM,\SFV0015,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00653,\SPA044,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00654,\SPA044,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00655,\SPA044,\SF_DERIVATIVE_ACCESS,\SFV0031,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00656,\SPA044,\SF_CONSTRAINT_CLASS,\SFV0051,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00657,\SPA044,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00658,\SPA044,\SF_EVALUATION_COST,\SFV0061,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00659,\SPA044,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00660,\SPA044,\SF_SOLUTION_GOAL,\SFV0068,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00661,\SPA044,\SF_SCALE_STRUCTURE,\SFV0077,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00662,\SPA044,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00663,\SPA044,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00664,\SPA044,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS042;S043;S050,\S2026-07-13
\SPFM00665,\SPA045,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS017;S019;S056,\S2026-07-13
\SPFM00666,\SPA045,\SF_OBJECTIVE_FORM,\SFV0015,\S,\S,\Syes,\Syes,\S,\Shigh,\SS017;S019;S056,\S2026-07-13
\SPFM00667,\SPA045,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS017;S019;S056,\S2026-07-13
\SPFM00668,\SPA045,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS017;S019;S056,\S2026-07-13
\SPFM00669,\SPA045,\SF_DERIVATIVE_ACCESS,\SFV0036,\S,\S,\Syes,\Syes,\S,\Shigh,\SS017;S019;S056,\S2026-07-13
\SPFM00670,\SPA045,\SF_CONSTRAINT_CLASS,\SFV0052,\S,\S,\Syes,\Syes,\S,\Shigh,\SS017;S019;S056,\S2026-07-13
