fit_id,problem_or_feature_id,target_type,method_id,fit_level,beginner_priority,applicable_conditions,required_conditions,favorable_conditions,unfavorable_conditions,exclusion_conditions,expected_strengths,expected_weaknesses,evaluation_budget_notes,dimensionality_notes,noise_notes,constraint_notes,initialization_notes,guarantee_notes,tuning_notes,rationale,evidence_source_ids,confidence,last_verified
\SPMF00011,\SPA003,\Sproblem,\SM_RIEMANNIAN_TRUST_REGION,\Sconditional,\Sexpert_guidance_recommended,\S多様体上で二階曲率と頑健な局所収束が必要。,\S変数の多様体構造、接空間射影、retraction、Riemann metricが定義可能。,\S制約をintrinsicに維持;座標冗長性を減らす,\S幾何実装;chart singularity;追加制約,\S多様体構造が不要;不連続;離散変数,\S制約をintrinsicに維持;座標冗長性を減らす,\S幾何実装;chart singularity;追加制約,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は Riemannian_gradient_norm;step_norm;cost_change;budget。,\S固有値・特異値問題の主要特徴（quadratic、manifold、analytic_gradient、cheap）に対し、Riemann trust-region法は制約をintrinsicに維持;座標冗長性を減らす。ただし幾何実装;chart singularity;追加制約。 汎用最適化の前に ALT_EIGEN を確認する。,\SS054;S071;S044;S045,\Smedium,\S2026-07-13
\SPMF00012,\SPA003,\Sproblem,\SM_RIEMANNIAN_GRADIENT,\Sviable,\Sexpert_guidance_recommended,\SSO(3)、球面、Stiefel等が本質で常時可行性が必要。,\S変数の多様体構造、接空間射影、retraction、Riemann metricが定義可能。,\S制約をintrinsicに維持;座標冗長性を減らす,\S幾何実装;chart singularity;追加制約,\S多様体構造が不要;不連続;離散変数,\S制約をintrinsicに維持;座標冗長性を減らす,\S幾何実装;chart singularity;追加制約,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は Riemannian_gradient_norm;step_norm;cost_change;budget。,\S固有値・特異値問題の主要特徴（quadratic、manifold、analytic_gradient、cheap）に対し、Riemann勾配法は制約をintrinsicに維持;座標冗長性を減らす。ただし幾何実装;chart singularity;追加制約。 汎用最適化の前に ALT_EIGEN を確認する。,\SS054;S071;S044;S045,\Shigh,\S2026-07-13
\SPMF00013,\SPA003,\Sproblem,\SM_NEWTON_CG,\Sconditional,\Sexpert_guidance_recommended,\S数値微分が安価か、自動微分を追加できる。,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\Snative制約対応が弱い。変数変換・射影・penaltyの妥当性と最終可行性を別途検証。,\Sinitialization sensitivity=medium_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=medium。停止条件は gradient_norm;step_norm;objective_change;budget。,\S固有値・特異値問題の主要特徴（quadratic、manifold、analytic_gradient、cheap）に対し、Newton-CG法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_EIGEN を確認する。,\SS054;S071;S002;S056;S057,\Smedium,\S2026-07-13
\SPMF00014,\SPA003,\Sproblem,\SM_BFGS,\Slast_resort,\Savoid_as_default,\S数値微分が安価か、自動微分を追加できる。,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\Snative制約対応が弱い。変数変換・射影・penaltyの妥当性と最終可行性を別途検証。,\Sinitialization sensitivity=medium_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=medium。停止条件は gradient_norm;step_norm;objective_change;budget。,\S固有値・特異値問題の主要特徴（quadratic、manifold、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_EIGEN を確認する。,\SS054;S071;S002;S056;S057,\Smedium,\S2026-07-13
\SPMF00015,\SPA003,\Sproblem,\SM_GENETIC_ALGORITHM,\Sgenerally_unsuitable,\Savoid_as_default,\S局所DFOが初期値依存。,\S評価予算と妥当な変数表現・境界・乱数管理。,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S問題の主要構造・変数型・保証要求と不整合。,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S高次元では評価数・population・幾何維持が急増。低有効次元、block、random embedding等を検討。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,\S固有値・特異値問題の主要特徴（quadratic、manifold、analytic_gradient、cheap）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_EIGEN を確認する。,\SS054;S071;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPMF00016,\SPA004,\Sproblem,\SM_GAUSS_NEWTON,\Sconditional,\Sexpert_guidance_recommended,\S非線形二乗和でJacobianが得られる。,\S局所モデルと微分情報が利用可能。,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\S不連続;強いノイズ;微分不能,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=medium。停止条件は gradient_norm;trust_radius;model_reduction;budget。,\S方程式の求根の主要特徴（equation_residual、unconstrained、jacobian、moderate）に対し、Gauss–Newton法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_ROOT;ALT_LEAST_SQUARES を確認する。,\SS080;S056;S002;S003;S041,\Smedium,\S2026-07-13
\SPMF00017,\SPA004,\Sproblem,\SM_LEVENBERG_MARQUARDT,\Sviable,\Sexpert_guidance_recommended,\S中小規模の滑らかな無制約非線形最小二乗。,\S局所モデルと微分情報が利用可能。,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\S不連続;強いノイズ;微分不能,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=medium。停止条件は gradient_norm;trust_radius;model_reduction;budget。,\S方程式の求根の主要特徴（equation_residual、unconstrained、jacobian、moderate）に対し、Levenberg–Marquardt法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_ROOT;ALT_LEAST_SQUARES を確認する。,\SS080;S056;S002;S003;S041,\Shigh,\S2026-07-13
\SPMF00018,\SPA004,\Sproblem,\SM_NEWTON,\Sconditional,\Sexpert_guidance_recommended,\S数値微分が安価か、自動微分を追加できる。,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=high。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=medium。停止条件は gradient_norm;step_norm;objective_change;budget。,\S方程式の求根の主要特徴（equation_residual、unconstrained、jacobian、moderate）に対し、Newton法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_ROOT;ALT_LEAST_SQUARES を確認する。,\SS080;S056;S002;S057,\Smedium,\S2026-07-13
\SPMF00019,\SPA004,\Sproblem,\SM_BFGS,\Slast_resort,\Savoid_as_default,\S数値微分が安価か、自動微分を追加できる。,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=medium_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=medium。停止条件は gradient_norm;step_norm;objective_change;budget。,\S方程式の求根の主要特徴（equation_residual、unconstrained、jacobian、moderate）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_ROOT;ALT_LEAST_SQUARES を確認する。,\SS080;S056;S002;S057,\Smedium,\S2026-07-13
\SPMF00020,\SPA004,\Sproblem,\SM_RANDOM_SEARCH,\Sgenerally_unsuitable,\Savoid_as_default,\Srandom/evolutionary searchでは予算不足。,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\S実装単純;並列;model misspecificationなし,\S高次元・非定常・model misspecification;acquisition最適化;証明ではない,\S問題の主要構造・変数型・保証要求と不整合。,\S実装単純;並列;model misspecificationなし,\S高次元・非定常・model misspecification;acquisition最適化;証明ではない,\S評価回数を主予算として管理。surrogate fit時間より実評価節約が価値を持つ条件を確認。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\Stuning difficulty=low。停止条件は evaluation_budget;time;expected_improvement;confidence_or_stall。,\S方程式の求根の主要特徴（equation_residual、unconstrained、jacobian、moderate）に対し、random searchは実装単純;並列;model misspecificationなし。ただし高次元・非定常・model misspecification;acquisition最適化;証明ではない。 汎用最適化の前に ALT_ROOT;ALT_LEAST_SQUARES を確認する。,\SS080;S056;S034;S035;S036;S037;S038;S059;S069;S075,\Smedium,\S2026-07-13
\SPMF00021,\SPA005,\Sproblem,\SM_GAUSS_NEWTON,\Sdefault_choice,\Sfirst_try,\S非線形二乗和でJacobianが得られる。,\S局所モデルと微分情報が利用可能。,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\S不連続;強いノイズ;微分不能,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=medium。停止条件は gradient_norm;trust_radius;model_reduction;budget。,\S線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Gauss–Newton法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,\SS003;S056;S002;S041,\Shigh,\S2026-07-13
\SPMF00022,\SPA005,\Sproblem,\SM_LEVENBERG_MARQUARDT,\Sstrongly_recommended,\Ssecond_try,\S中小規模の滑らかな無制約非線形最小二乗。,\S局所モデルと微分情報が利用可能。,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\S不連続;強いノイズ;微分不能,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=medium。停止条件は gradient_norm;trust_radius;model_reduction;budget。,\S線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Levenberg–Marquardt法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,\SS003;S056;S002;S041,\Shigh,\S2026-07-13
\SPMF00023,\SPA005,\Sproblem,\SM_LBFGS,\Srecommended,\Sexpert_guidance_recommended,\S数値微分が安価か、自動微分を追加できる。,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=medium_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=medium。停止条件は gradient_norm;step_norm;objective_change;budget。,\S線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,\SS003;S056;S002;S057;S065,\Smedium,\S2026-07-13
\SPMF00024,\SPA005,\Sproblem,\SM_ADAM,\Sconditional,\Sexpert_guidance_recommended,\Sfull-batch L-BFGS等がmemory/計算で重い。,\Sunbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\S小規模高精度凸問題;厳密gap必須;勾配が不正,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\Sepoch/stepだけでなくsample処理数、forward/backward、validation費を追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は validation_metric;gradient_norm_estimate;epoch_budget;early_stopping。,\S線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Adamは巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,\SS003;S056;S047;S048;S049;S070,\Smedium,\S2026-07-13
\SPMF00025,\SPA005,\Sproblem,\SM_CMA_ES,\Sgenerally_unsuitable,\Savoid_as_default,\S局所DFOが初期値依存。,\S評価予算と妥当な変数表現・境界・乱数管理。,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S問題の主要構造・変数型・保証要求と不整合。,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S高次元では評価数・population・幾何維持が急増。低有効次元、block、random embedding等を検討。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,\S線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,\SS003;S056;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPMF00026,\SPA006,\Sproblem,\SM_BFGS,\Sdefault_choice,\Sfirst_try,\S滑らかな中小規模無制約問題で勾配が信頼できる。,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=medium_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=medium。停止条件は gradient_norm;step_norm;objective_change;budget。,\S滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,\SS002;S056;S057,\Shigh,\S2026-07-13
\SPMF00027,\SPA006,\Sproblem,\SM_TRUST_EXACT,\Sstrongly_recommended,\Ssecond_try,\SHVP/Jacobianが得られ、Newton系を安定に使いたい。,\S局所モデルと微分情報が利用可能。,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\S不連続;強いノイズ;微分不能,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S制約なし。暗黙のdomain failureやboundsが実質制約になっていないか確認。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=medium。停止条件は gradient_norm;trust_radius;model_reduction;budget。,\S滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、厳密trust-region Newton法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,\SS002;S056;S003,\Shigh,\S2026-07-13
