fit_id,problem_or_feature_id,target_type,method_id,fit_level,beginner_priority,applicable_conditions,required_conditions,favorable_conditions,unfavorable_conditions,exclusion_conditions,expected_strengths,expected_weaknesses,evaluation_budget_notes,dimensionality_notes,noise_notes,constraint_notes,initialization_notes,guarantee_notes,tuning_notes,rationale,evidence_source_ids,confidence,last_verified
PMF00242,PA049,problem,M_SGD,strongly_recommended,second_try,巨大sample・online・convex ERMまたはNN baseline。,unbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,小規模高精度凸問題;厳密gap必須;勾配が不正,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,epoch/stepだけでなくsample処理数、forward/backward、validation費を追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,tuning difficulty=high。停止条件は validation_metric;gradient_norm_estimate;epoch_budget;early_stopping。,確率計画の主要特徴（general_nonlinear、mixed、stochastic_gradient、expensive）に対し、確率的勾配降下法は巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_DECOMPOSITION;ALT_STAT_INFERENCE を確認する。,S054;S061;S047;S048;S049;S070,high,2026-07-13
PMF00243,PA049,problem,M_MIRROR_DESCENT,recommended,expert_guidance_recommended,汎用NLPが規模・非滑らかさで苦戦。,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,非凸で証明必須;prox/射影が高価;離散変数,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=medium。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,確率計画の主要特徴（general_nonlinear、mixed、stochastic_gradient、expensive）に対し、mirror descentは非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_STAT_INFERENCE を確認する。,S054;S061;S055;S066;S067,medium,2026-07-13
PMF00244,PA049,problem,M_BRANCH_CUT,viable,expert_guidance_recommended,CP/graph/DPの専用構造が弱い。,有限離散領域、妥当な定式化、solverが扱える連続緩和。,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,noiseを含むblack-box;曖昧なlogic;巨大Big-M,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,確率計画の主要特徴（general_nonlinear、mixed、stochastic_gradient、expensive）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_DECOMPOSITION;ALT_STAT_INFERENCE を確認する。,S054;S061;S005;S016;S021;S024;S025;S028,medium,2026-07-13
PMF00245,PA049,problem,M_INTERIOR_POINT_NLP,conditional,expert_guidance_recommended,微分不要法では評価回数が多すぎる。,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,一般制約を直接扱う;KKT診断;疎性利用,微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。 noiseが局所model・停止判定を破壊する。,一般制約を直接扱う;KKT診断;疎性利用,微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,noise floor以下のgradient/line-search判定は不可信。replication、common random numbers、stochastic/DFOへ切替を検討。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=medium_to_high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,tuning difficulty=high。停止条件は KKT_residual;primal_feasibility;dual_feasibility;complementarity;budget。,確率計画の主要特徴（general_nonlinear、mixed、stochastic_gradient、expensive）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_DECOMPOSITION;ALT_STAT_INFERENCE を確認する。,S054;S061;S017;S029;S030;S056;S064,medium,2026-07-13
PMF00246,PA050,problem,M_PRIMAL_DUAL_CONIC,default_choice,first_try,錐構造、dual/gap、高精度が重要。,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,black-box;一般非凸を凸として誤分類;係数が不正確,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low_to_medium。停止条件は primal_dual_feasibility;duality_gap;time;node_or_iteration_limit。,robust optimizationの主要特徴（general_nonlinear、mixed、analytic_gradient、moderate）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,S055;S004;S010;S012;S013;S014;S016;S062;S028,high,2026-07-13
PMF00247,PA050,problem,M_BRANCH_CUT,strongly_recommended,second_try,一般MILP/MIQPでgap・証明が必要。,有限離散領域、妥当な定式化、solverが扱える連続緩和。,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,noiseを含むblack-box;曖昧なlogic;巨大Big-M,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,robust optimizationの主要特徴（general_nonlinear、mixed、analytic_gradient、moderate）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,S055;S005;S016;S021;S024;S025;S028,high,2026-07-13
PMF00248,PA050,problem,M_INTERIOR_POINT_NLP,recommended,expert_guidance_recommended,微分不要法では評価回数が多すぎる。,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,一般制約を直接扱う;KKT診断;疎性利用,微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。,一般制約を直接扱う;KKT診断;疎性利用,微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=medium_to_high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,tuning difficulty=high。停止条件は KKT_residual;primal_feasibility;dual_feasibility;complementarity;budget。,robust optimizationの主要特徴（general_nonlinear、mixed、analytic_gradient、moderate）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,S055;S017;S029;S030;S056;S064,medium,2026-07-13
PMF00249,PA050,problem,M_ADMM,viable,expert_guidance_recommended,汎用NLPが規模・非滑らかさで苦戦。,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,非凸で証明必須;prox/射影が高価;離散変数,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=high。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,robust optimizationの主要特徴（general_nonlinear、mixed、analytic_gradient、moderate）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,S055;S061;S066;S067,medium,2026-07-13
PMF00250,PA050,problem,M_GENETIC_ALGORITHM,conditional,expert_guidance_recommended,局所DFOが初期値依存。,評価予算と妥当な変数表現・境界・乱数管理。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,高次元では評価数・population・幾何維持が急増。低有効次元、block、random embedding等を検討。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,tuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,robust optimizationの主要特徴（general_nonlinear、mixed、analytic_gradient、moderate）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,S055;S032;S033;S040;S058;S074,medium,2026-07-13
PMF00251,PA051,problem,M_ADMM,default_choice,first_try,凸で分離・consensus構造、prox部分問題が解きやすい。,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,非凸で証明必須;prox/射影が高価;離散変数,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=high。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,分散・合意最適化の主要特徴（composite、mixed、analytic_gradient、moderate）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_DECOMPOSITION を確認する。,S061;S055;S066;S067,high,2026-07-13
PMF00252,PA051,problem,M_SGD,strongly_recommended,second_try,巨大sample・online・convex ERMまたはNN baseline。,unbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,小規模高精度凸問題;厳密gap必須;勾配が不正,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,epoch/stepだけでなくsample処理数、forward/backward、validation費を追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,tuning difficulty=high。停止条件は validation_metric;gradient_norm_estimate;epoch_budget;early_stopping。,分散・合意最適化の主要特徴（composite、mixed、analytic_gradient、moderate）に対し、確率的勾配降下法は巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_DECOMPOSITION を確認する。,S061;S047;S048;S049;S070,high,2026-07-13
PMF00253,PA051,problem,M_MIRROR_DESCENT,recommended,expert_guidance_recommended,汎用NLPが規模・非滑らかさで苦戦。,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,非凸で証明必須;prox/射影が高価;離散変数,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=medium。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,分散・合意最適化の主要特徴（composite、mixed、analytic_gradient、moderate）に対し、mirror descentは非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_DECOMPOSITION を確認する。,S061;S055;S066;S067,medium,2026-07-13
PMF00254,PA051,problem,M_PROX_GRADIENT,viable,expert_guidance_recommended,汎用NLPが規模・非滑らかさで苦戦。,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,非凸で証明必須;prox/射影が高価;離散変数,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=medium。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,分散・合意最適化の主要特徴（composite、mixed、analytic_gradient、moderate）に対し、近接勾配法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_DECOMPOSITION を確認する。,S061;S055;S066;S067,medium,2026-07-13
PMF00255,PA051,problem,M_BFGS,conditional,expert_guidance_recommended,数値微分が安価か、自動微分を追加できる。,目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,不連続;評価ノイズが勾配を支配;離散変数,滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,native制約対応が弱い。変数変換・射影・penaltyの妥当性と最終可行性を別途検証。,initialization sensitivity=medium_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,tuning difficulty=medium。停止条件は gradient_norm;step_norm;objective_change;budget。,分散・合意最適化の主要特徴（composite、mixed、analytic_gradient、moderate）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION を確認する。,S061;S002;S056;S057,medium,2026-07-13
PMF00256,PA052,problem,M_MIRROR_DESCENT,default_choice,first_try,simplex、確率分布、online/大規模凸問題。,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,非凸で証明必須;prox/射影が高価;離散変数,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=medium。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,online optimizationの主要特徴（general_nonlinear、bounds、stochastic_gradient、cheap）に対し、mirror descentは非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_STAT_INFERENCE を確認する。,S054;S055;S061;S066;S067,high,2026-07-13
PMF00257,PA052,problem,M_SGD,strongly_recommended,second_try,巨大sample・online・convex ERMまたはNN baseline。,unbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,小規模高精度凸問題;厳密gap必須;勾配が不正,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,epoch/stepだけでなくsample処理数、forward/backward、validation費を追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,tuning difficulty=high。停止条件は validation_metric;gradient_norm_estimate;epoch_budget;early_stopping。,online optimizationの主要特徴（general_nonlinear、bounds、stochastic_gradient、cheap）に対し、確率的勾配降下法は巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_STAT_INFERENCE を確認する。,S054;S047;S048;S049;S070,high,2026-07-13
PMF00258,PA052,problem,M_ADAM,recommended,expert_guidance_recommended,full-batch L-BFGS等がmemory/計算で重い。,unbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,小規模高精度凸問題;厳密gap必須;勾配が不正,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,epoch/stepだけでなくsample処理数、forward/backward、validation費を追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,tuning difficulty=high。停止条件は validation_metric;gradient_norm_estimate;epoch_budget;early_stopping。,online optimizationの主要特徴（general_nonlinear、bounds、stochastic_gradient、cheap）に対し、Adamは巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_STAT_INFERENCE を確認する。,S054;S047;S048;S049;S070,medium,2026-07-13
PMF00259,PA052,problem,M_PROJECTED_GRADIENT,viable,expert_guidance_recommended,微分不要法では評価回数が多すぎる。,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,一般制約を直接扱う;KKT診断;疎性利用,微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,noiseが局所model・停止判定を破壊する。,一般制約を直接扱う;KKT診断;疎性利用,微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,noise floor以下のgradient/line-search判定は不可信。replication、common random numbers、stochastic/DFOへ切替を検討。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=medium_to_high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,tuning difficulty=high。停止条件は KKT_residual;primal_feasibility;dual_feasibility;complementarity;budget。,online optimizationの主要特徴（general_nonlinear、bounds、stochastic_gradient、cheap）に対し、射影勾配法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_STAT_INFERENCE を確認する。,S054;S017;S029;S030;S056;S064;S055;S066,medium,2026-07-13
PMF00260,PA052,problem,M_BFGS,conditional,expert_guidance_recommended,数値微分が安価か、自動微分を追加できる。,目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,noiseが局所model・停止判定を破壊する。,滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,noise floor以下のgradient/line-search判定は不可信。replication、common random numbers、stochastic/DFOへ切替を検討。,native制約対応が弱い。変数変換・射影・penaltyの妥当性と最終可行性を別途検証。,initialization sensitivity=medium_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,tuning difficulty=medium。停止条件は gradient_norm;step_norm;objective_change;budget。,online optimizationの主要特徴（general_nonlinear、bounds、stochastic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_STAT_INFERENCE を確認する。,S054;S002;S056;S057,medium,2026-07-13
PMF00261,PA053,problem,M_ADMM_QP,default_choice,first_try,反復凸QP・疎・中精度・factorization再利用。,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,black-box;一般非凸を凸として誤分類;係数が不正確,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low_to_medium。停止条件は primal_dual_feasibility;duality_gap;time;node_or_iteration_limit。,反復parametric optimizationの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,S012;S016;S043;S004;S010;S013;S014;S055;S062,high,2026-07-13
PMF00262,PA053,problem,M_ACTIVE_SET_QP,strongly_recommended,second_try,小中規模またはMPCでactive setが少しずつ変化。,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,black-box;一般非凸を凸として誤分類;係数が不正確,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low_to_medium。停止条件は primal_dual_feasibility;duality_gap;time;node_or_iteration_limit。,反復parametric optimizationの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、active-set QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,S012;S016;S043;S004;S010;S013;S014;S055;S062,high,2026-07-13
