method_id,name_ja,name_en,aliases,method_family_id,method_level,summary,problem_classes,required_assumptions,derivative_information,variable_types,constraint_support,convex_fit,nonconvex_applicability,solution_scope,determinism,exactness,theoretical_guarantee,optimality_certificate,scalability,memory_tendency,per_iteration_cost,evaluation_pattern,parallelism,initialization_sensitivity,hyperparameter_sensitivity,scaling_sensitivity,noise_robustness,discontinuity_robustness,constraint_violation_handling,warm_start,online_use,strengths,weaknesses,typical_failures,avoid_conditions,first_choice_conditions,second_choice_conditions,switch_signals,beginner_level,tuning_difficulty,implementation_difficulty,explainability,stopping_criteria,diagnostic_metrics,related_method_ids,parent_method_id,child_method_ids,reference_source_ids,confidence,last_verified
M_BRANCH_CUT,branch-and-cut,Branch and cut,B&C,MF_DISCRETE_EXACT,variant,branch-and-boundにcut生成を統合するMILP主力法。,MILP;MIQP_by_solver,有限離散領域、妥当な定式化、solverが扱える連続緩和。,model_coefficients;NLP_derivatives_for_MINLP,binary;integer;mixed,linear;quadratic;nonlinear_by_method,relaxation_dependent,yes_by_spatial_methods,global_certificate,implementation_dependent,exact_with_tolerance,探索完了時にincumbentとboundから最適性gapを証明。,MIP_gap;primal_bound;dual_bound,highly_instance_dependent,high_tree_and_cuts,緩和問題 + cut + heuristic + branching。,node数が指数的になり得る。,tree_parallelism,low_to_medium_with_incumbent,medium,high,low_model_coefficients,native_discrete,feasibility_tolerances;branching,yes_by_solver,conditional,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,weak_relaxation;bad_big_M;symmetry;no_incumbent;tree_explosion,noiseを含むblack-box;曖昧なlogic;巨大Big-M,一般MILP/MIQPでgap・証明が必要。,CP/graph/DPの専用構造が弱い。,root gapが大;node増加;可行解なし;memory逼迫。,medium,high,medium,high,optimality_gap;time;node_limit;solution_limit,incumbent;best_bound;gap;nodes;root_relaxation;cut_counts,,MF_DISCRETE_EXACT,,S005;S016;S021;S024;S025;S028,high,2026-07-13
M_OUTER_APPROX_MINLP,outer approximation MINLP,Outer approximation for MINLP,OA,MF_DISCRETE_EXACT,variant,convex NLP情報からMILP masterへcutを追加するMINLP法。,convex_MINLP,連続部分が凸・微分可能で適切な正則性。,model_coefficients;NLP_derivatives_for_MINLP,binary;integer;mixed,linear;quadratic;nonlinear_by_method,relaxation_dependent,yes_by_spatial_methods,global_certificate,implementation_dependent,exact_with_tolerance,探索完了時にincumbentとboundから最適性gapを証明。,MIP_gap;primal_bound;dual_bound,highly_instance_dependent,high_tree_and_cuts,緩和問題 + cut + heuristic + branching。,node数が指数的になり得る。,tree_parallelism,low_to_medium_with_incumbent,medium,high,low_model_coefficients,native_discrete,feasibility_tolerances;branching,yes_by_solver,conditional,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,weak_relaxation;bad_big_M;symmetry;no_incumbent;tree_explosion,noiseを含むblack-box;曖昧なlogic;巨大Big-M,整数・binaryと線形/対応非線形model、証明またはgapが必要。,CP/graph/DPの専用構造が弱い。,root gapが大;node増加;可行解なし;memory逼迫。,medium,high,medium,high,optimality_gap;time;node_limit;solution_limit,incumbent;best_bound;gap;nodes;root_relaxation;cut_counts,,MF_DISCRETE_EXACT,,S005;S016;S021;S024;S025;S028;S029,high,2026-07-13
M_SPATIAL_BRANCH_BOUND,空間branch-and-bound,Spatial branch and bound,sBB,MF_DISCRETE_EXACT,variant,非凸項をconvex relaxationし変数領域を分枝してglobal boundを詰める。,nonconvex_QCQP;global_MINLP,有限離散領域、妥当な定式化、solverが扱える連続緩和。,model_coefficients;NLP_derivatives_for_MINLP,binary;integer;mixed,linear;quadratic;nonlinear_by_method,relaxation_dependent,yes_by_spatial_methods,global_certificate,implementation_dependent,exact_with_tolerance,探索完了時にincumbentとboundから最適性gapを証明。,MIP_gap;primal_bound;dual_bound,low_to_medium,high_tree_and_cuts,緩和問題 + cut + heuristic + branching。,node数が指数的になり得る。,tree_parallelism,low_to_medium_with_incumbent,medium,high,low_model_coefficients,native_discrete,feasibility_tolerances;branching,yes_by_solver,conditional,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,weak_relaxation;bad_big_M;symmetry;no_incumbent;tree_explosion,noiseを含むblack-box;曖昧なlogic;巨大Big-M,非凸global証明が必要でsolverが構造を扱える。,CP/graph/DPの専用構造が弱い。,root gapが大;node増加;可行解なし;memory逼迫。,medium,high,medium,high,optimality_gap;time;node_limit;solution_limit,incumbent;best_bound;gap;nodes;root_relaxation;cut_counts,,MF_DISCRETE_EXACT,,S005;S016;S021;S024;S025;S028,high,2026-07-13
M_CP_SEARCH,constraint programming search,Constraint-programming search,CP,MF_CONSTRAINT_PROGRAMMING,variant,global constraint propagationとbranchingで有限domainを探索。,scheduling;logical;SAT;finite_domain,有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,none,binary;integer;finite_domain,logical;global_constraints;linear_integer,not_applicable,native_discrete,global_certificate,implementation_dependent,exact_with_tolerance,有限探索完了時にSAT/UNSATまたは最適性証明。,bound_or_unsat_proof_implementation_dependent,highly_instance_dependent,medium_to_high,propagation + conflict analysis + branching。,node/conflict count。,implementation_dependent,low,medium,integer_coefficient_scaling,not_applicable,native_discrete,only_feasible_assignments_or_propagated_partial_assignments,implementation_dependent,conditional,論理・scheduling global constraints;可行性探索;証明,弱いpropagationで爆発;実数・滑らか構造の利用は弱い,weak_propagation;symmetry;large_domains;integer_scaling,本質的に連続滑らか;実数精度を整数scaleで表せない,scheduling/resource/logicが中心。,MILP定式化の緩和が弱い。,conflict/node増大;domainが縮まらない;整数scaleが過大。,medium,medium,medium,high,optimality_gap;time;conflicts;solutions,conflicts;branches;propagations;best_bound;feasible_solutions,,MF_CONSTRAINT_PROGRAMMING,,S022;S053,high,2026-07-13
M_CP_SAT,CP-SAT,Constraint programming with SAT techniques,CP-SAT,MF_CONSTRAINT_PROGRAMMING,variant,整数・Boolean制約をSAT learningとLP等を組み合わせて解く。,integer_linear;Boolean;scheduling,有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,none,binary;integer;finite_domain,logical;global_constraints;linear_integer,not_applicable,native_discrete,global_certificate,implementation_dependent,exact_with_tolerance,有限探索完了時にSAT/UNSATまたは最適性証明。,bound_or_unsat_proof_implementation_dependent,highly_instance_dependent,medium_to_high,propagation + conflict analysis + branching。,node/conflict count。,implementation_dependent,low,medium,integer_coefficient_scaling,not_applicable,native_discrete,only_feasible_assignments_or_propagated_partial_assignments,implementation_dependent,conditional,論理・scheduling global constraints;可行性探索;証明,弱いpropagationで爆発;実数・滑らか構造の利用は弱い,weak_propagation;symmetry;large_domains;integer_scaling,本質的に連続滑らか;実数精度を整数scaleで表せない,integer/Boolean/schedulingで高性能OSSが必要。,MILP定式化の緩和が弱い。,conflict/node増大;domainが縮まらない;整数scaleが過大。,medium,medium,medium,high,optimality_gap;time;conflicts;solutions,conflicts;branches;propagations;best_bound;feasible_solutions,,MF_CONSTRAINT_PROGRAMMING,,S022;S053;S079,high,2026-07-13
M_CDCL_SAT,CDCL SAT,Conflict-driven clause learning SAT,CDCL,MF_CONSTRAINT_PROGRAMMING,variant,conflictからclauseを学習してBoolean satisfiabilityを探索。,SAT;MaxSAT_by_extension,有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,none,binary;integer;finite_domain,logical;global_constraints;linear_integer,not_applicable,native_discrete,global_certificate,implementation_dependent,exact_with_tolerance,有限探索完了時にSAT/UNSATまたは最適性証明。,SAT_assignment_or_UNSAT_proof_by_solver,highly_instance_dependent,medium_to_high,propagation + conflict analysis + branching。,node/conflict count。,implementation_dependent,low,medium,integer_coefficient_scaling,not_applicable,native_discrete,only_feasible_assignments_or_propagated_partial_assignments,implementation_dependent,conditional,論理・scheduling global constraints;可行性探索;証明,弱いpropagationで爆発;実数・滑らか構造の利用は弱い,weak_propagation;symmetry;large_domains;integer_scaling,本質的に連続滑らか;実数精度を整数scaleで表せない,論理・resource・scheduling制約が中心。,MILP定式化の緩和が弱い。,conflict/node増大;domainが縮まらない;整数scaleが過大。,medium,medium,medium,high,optimality_gap;time;conflicts;solutions,conflicts;branches;propagations;best_bound;feasible_solutions,,MF_CONSTRAINT_PROGRAMMING,,S022;S053,high,2026-07-13
M_DYNAMIC_PROGRAMMING,動的計画法,Dynamic programming,DP,MF_GRAPH_DP,variant,状態と段階のBellman再帰で部分問題の解を再利用。,sequential;knapsack;shortest_path,最適部分構造、network構造、または対応するgraph表現。,none,graph;discrete;state_action,structure_specific,not_applicable_or_integral_polytope,structure_specific,global_certificate,deterministic,exact_with_tolerance,対応構造では多項式時間または擬多項式時間の厳密解。,algorithm_specific,very_high_when_structure_matches,state_space_dependent,edge/vertex/state transitions。,black-box評価ではなく構造を走査。,method_specific,low,low,low_to_medium,not_applicable,native_discrete,structure_specific,conditional,yes_by_dynamic_variant,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,state_explosion;negative_cycle_or_invalid_assumption;structure_mismatch,追加制約が専用構造を破壊;状態次元が巨大,既知のflow/path/matching/DP構造。,MILP化前に専用法を確認。,状態数爆発;side constraintsが多数;memory超過。,low_to_medium,low,medium,high,algorithm_completion;budget_for_approximate_variants,states;edges;labels;memory;optimality_condition,,MF_GRAPH_DP,,S054,high,2026-07-13
M_NETWORK_SIMPLEX,network simplex,Network simplex,network simplex,MF_GRAPH_DP,variant,flow networkのtree basis構造を用いる。,min_cost_flow;transport,最適部分構造、network構造、または対応するgraph表現。,none,graph;discrete;state_action,structure_specific,not_applicable_or_integral_polytope,structure_specific,global_certificate,deterministic,exact_with_tolerance,対応構造では多項式時間または擬多項式時間の厳密解。,algorithm_specific,very_high,low_to_high_state_space,edge/vertex/state transitions。,black-box評価ではなく構造を走査。,method_specific,low,low,low_to_medium,not_applicable,native_discrete,structure_specific,conditional,yes_by_dynamic_variant,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,state_explosion;negative_cycle_or_invalid_assumption;structure_mismatch,追加制約が専用構造を破壊;状態次元が巨大,既知のflow/path/matching/DP構造。,MILP化前に専用法を確認。,状態数爆発;side constraintsが多数;memory超過。,low_to_medium,low,medium,high,algorithm_completion;budget_for_approximate_variants,states;edges;labels;memory;optimality_condition,,MF_GRAPH_DP,,S054,high,2026-07-13
M_HUNGARIAN,Hungarian algorithm,Hungarian algorithm,Kuhn-Munkres,MF_GRAPH_DP,variant,二部matching/assignmentを専用構造で解く。,assignment,最適部分構造、network構造、または対応するgraph表現。,none,graph;discrete;state_action,structure_specific,not_applicable_or_integral_polytope,structure_specific,global_certificate,deterministic,exact_with_tolerance,assignment problemの大域最適解。,algorithm_specific,very_high_when_structure_matches,low_to_high_state_space,edge/vertex/state transitions。,black-box評価ではなく構造を走査。,method_specific,low,low,low_to_medium,not_applicable,native_discrete,structure_specific,conditional,yes_by_dynamic_variant,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,state_explosion;negative_cycle_or_invalid_assumption;structure_mismatch,追加制約が専用構造を破壊;状態次元が巨大,既知のflow/path/matching/DP構造。,MILP化前に専用法を確認。,状態数爆発;side constraintsが多数;memory超過。,low_to_medium,low,medium,high,algorithm_completion;budget_for_approximate_variants,states;edges;labels;memory;optimality_condition,,MF_GRAPH_DP,,S054,high,2026-07-13
M_DIJKSTRA_ASTAR,Dijkstra/A*,Dijkstra / A*,shortest path,MF_GRAPH_DP,variant,非負edge shortest pathまたはheuristic付き探索。,shortest_path,Dijkstraは非負edge、A*の保証にはadmissible/consistent heuristic。,none,graph;discrete;state_action,structure_specific,not_applicable_or_integral_polytope,structure_specific,global_certificate,deterministic,exact_with_tolerance,対応構造では多項式時間または擬多項式時間の厳密解。,algorithm_specific,very_high_when_structure_matches,low_to_high_state_space,edge/vertex/state transitions。,black-box評価ではなく構造を走査。,method_specific,low,low,low_to_medium,not_applicable,native_discrete,structure_specific,conditional,yes_by_dynamic_variant,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,state_explosion;negative_cycle_or_invalid_assumption;structure_mismatch,追加制約が専用構造を破壊;状態次元が巨大,既知のflow/path/matching/DP構造。,MILP化前に専用法を確認。,状態数爆発;side constraintsが多数;memory超過。,low_to_medium,low,medium,high,algorithm_completion;budget_for_approximate_variants,states;edges;labels;memory;optimality_condition,,MF_GRAPH_DP,,S054,high,2026-07-13
M_LOCAL_SEARCH_COMBINATORIAL,組合せlocal search,Combinatorial local search,tabu/local search,MF_GRAPH_DP,variant,近傍moveで可行解を改善するheuristic。,graph;network;sequential_decision;small_state_space,最適部分構造、network構造、または対応するgraph表現。,none,graph;discrete;state_action,structure_specific,not_applicable_or_integral_polytope,structure_specific,feasible_only,stochastic,heuristic,通常は最適性証明なし。,algorithm_specific,very_high_when_structure_matches,low_to_high_state_space,edge/vertex/state transitions。,black-box評価ではなく構造を走査。,method_specific,low,low,low_to_medium,not_applicable,native_discrete,structure_specific,conditional,yes_by_dynamic_variant,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,state_explosion;negative_cycle_or_invalid_assumption;structure_mismatch,追加制約が専用構造を破壊;状態次元が巨大,巨大routing/schedulingで早い良質可行解が重要。,MILP化前に専用法を確認。,状態数爆発;side constraintsが多数;memory超過。,low_to_medium,low,medium,high,algorithm_completion;budget_for_approximate_variants,states;edges;labels;memory;optimality_condition,,MF_GRAPH_DP,,S054;S023,high,2026-07-13
M_WEIGHTED_SUM,重み付き和scalarization,Weighted-sum scalarization,weighted sum,MF_MULTI_OBJECTIVE,variant,複数目的を重み付き和へ変換し単目的solverを反復。,multiobjective;Pareto,目的の方向・scale・意思決定者の選好または十分な評価予算。,method_dependent,continuous;integer;mixed_by_backend,backend_or_evolutionary_handling,scalarization_strong_in_convex_case,yes,pareto,implementation_dependent,approximation,scalarizationは条件下でPareto解。population法は有限予算で近似集合。,Pareto_stationarity_or_gap_method_specific,low_to_medium_objective_count,medium_to_high_archive,複数解またはscalarized solves。,単目的より多くの評価。,high_for_population_or_weights,medium,high,very_high,medium,method_dependent,backend_or_feasibility_ranking,yes,conditional,trade-off可視化;複数選択肢,非凸Pareto frontの一部を得られない。,poor_coverage;objective_scaling;wrong_preference;archive_explosion,実際には単一utilityが明確;評価予算が極小,選好weightがあり、凸Pareto frontに近い。,選好を明示できるならscalarization。,Pareto coverage不足;解が極端;意思決定不能。,medium,high,medium,medium,evaluation_budget;hypervolume_stall;coverage;backend_gap,hypervolume;spacing;epsilon_indicator;feasible_fraction,,MF_MULTI_OBJECTIVE,,S039;S068;S055,high,2026-07-13
M_EPSILON_CONSTRAINT,ε-constraint法,Epsilon-constraint method,ε-constraint,MF_MULTI_OBJECTIVE,variant,一目的を最適化し他目的をbound制約としてsweep。,multiobjective;Pareto,目的の方向・scale・意思決定者の選好または十分な評価予算。,method_dependent,continuous;integer;mixed_by_backend,backend_or_evolutionary_handling,scalarization_strong_in_convex_case,yes,pareto,hybrid,approximation,scalarizationは条件下でPareto解。population法は有限予算で近似集合。,Pareto_stationarity_or_gap_method_specific,low_to_medium_objective_count,medium_to_high_archive,複数解またはscalarized solves。,単目的より多くの評価。,high_for_population_or_weights,medium,high,very_high,medium,method_dependent,backend_or_feasibility_ranking,yes,conditional,trade-off可視化;複数選択肢,目的scale/metric依存;高目的数で可視化・探索困難,poor_coverage;objective_scaling;wrong_preference;archive_explosion,実際には単一utilityが明確;評価予算が極小,非凸frontも含め系統的にtrade-offを得たい。,選好を明示できるならscalarization。,Pareto coverage不足;解が極端;意思決定不能。,medium,high,medium,medium,evaluation_budget;hypervolume_stall;coverage;backend_gap,hypervolume;spacing;epsilon_indicator;feasible_fraction,,MF_MULTI_OBJECTIVE,,S039;S068;S055,high,2026-07-13
M_NSGA_II,NSGA-II,Non-dominated sorting genetic algorithm II,NSGA-II,MF_MULTI_OBJECTIVE,variant,非支配sortingとcrowding distanceでPareto populationを進化。,multiobjective;Pareto,目的の方向・scale・意思決定者の選好または十分な評価予算。,method_dependent,continuous;integer;mixed_by_backend,backend_or_evolutionary_handling,scalarization_strong_in_convex_case,yes,pareto,stochastic,metaheuristic,scalarizationは条件下でPareto解。population法は有限予算で近似集合。,Pareto_stationarity_or_gap_method_specific,low_to_medium_objective_count,medium_to_high_archive,複数解またはscalarized solves。,単目的より多くの評価。,high_for_population_or_weights,medium,high,very_high,medium,method_dependent,backend_or_feasibility_ranking,yes,conditional,trade-off可視化;複数選択肢,目的scale/metric依存;高目的数で可視化・探索困難,poor_coverage;objective_scaling;wrong_preference;archive_explosion,実際には単一utilityが明確;評価予算が極小,2〜3目的のnonconvex black-box、並列評価可能。,選好を明示できるならscalarization。,Pareto coverage不足;解が極端;意思決定不能。,medium,high,medium,medium,evaluation_budget;hypervolume_stall;coverage;backend_gap,hypervolume;spacing;epsilon_indicator;feasible_fraction,,MF_MULTI_OBJECTIVE,,S039;S068,high,2026-07-13
M_NSGA_III,NSGA-III,Reference-point based NSGA-III,NSGA-III,MF_MULTI_OBJECTIVE,variant,reference directionでmany-objective多様性を維持。,multiobjective;Pareto,目的の方向・scale・意思決定者の選好または十分な評価予算。,method_dependent,continuous;integer;mixed_by_backend,backend_or_evolutionary_handling,scalarization_strong_in_convex_case,yes,pareto,stochastic,metaheuristic,scalarizationは条件下でPareto解。population法は有限予算で近似集合。,Pareto_stationarity_or_gap_method_specific,low_to_medium_objective_count,medium_to_high_archive,複数解またはscalarized solves。,単目的より多くの評価。,high_for_population_or_weights,medium,high,very_high,medium,method_dependent,backend_or_feasibility_ranking,yes,conditional,trade-off可視化;複数選択肢,目的scale/metric依存;高目的数で可視化・探索困難,poor_coverage;objective_scaling;wrong_preference;archive_explosion,実際には単一utilityが明確;評価予算が極小,目的数が比較的多い。,選好を明示できるならscalarization。,Pareto coverage不足;解が極端;意思決定不能。,medium,high,medium,medium,evaluation_budget;hypervolume_stall;coverage;backend_gap,hypervolume;spacing;epsilon_indicator;feasible_fraction,,MF_MULTI_OBJECTIVE,,S039;S068,high,2026-07-13
M_MOEA_D,MOEA/D,Multi-objective evolutionary algorithm based on decomposition,MOEA/D,MF_MULTI_OBJECTIVE,variant,多目的問題を近傍scalarized subproblemsへ分解。,multiobjective;Pareto,目的の方向・scale・意思決定者の選好または十分な評価予算。,method_dependent,continuous;integer;mixed_by_backend,backend_or_evolutionary_handling,scalarization_strong_in_convex_case,yes,pareto,stochastic,metaheuristic,scalarizationは条件下でPareto解。population法は有限予算で近似集合。,Pareto_stationarity_or_gap_method_specific,low_to_medium_objective_count,medium_to_high_archive,複数解またはscalarized solves。,単目的より多くの評価。,high_for_population_or_weights,medium,high,very_high,medium,method_dependent,backend_or_feasibility_ranking,yes,conditional,trade-off可視化;複数選択肢,目的scale/metric依存;高目的数で可視化・探索困難,poor_coverage;objective_scaling;wrong_preference;archive_explosion,実際には単一utilityが明確;評価予算が極小,複数目的のtrade-off自体が成果物。,選好を明示できるならscalarization。,Pareto coverage不足;解が極端;意思決定不能。,medium,high,medium,medium,evaluation_budget;hypervolume_stall;coverage;backend_gap,hypervolume;spacing;epsilon_indicator;feasible_fraction,,MF_MULTI_OBJECTIVE,,S039;S068,high,2026-07-13
M_SGD,確率的勾配降下法,Stochastic gradient descent,SGD,MF_STOCHASTIC_ML,variant,mini-batch gradientでparameterを更新。,machine_learning;stochastic_ERM;neural_network,unbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,stochastic_gradient;automatic_differentiation,continuous_high_dimensional,usually_unconstrained;simple_projection,strong_theory,yes_stationary_training,local,stochastic,local_numerical,凸/非凸でgradient normやregret等の保証。実装・schedule依存。,training_gradient_or_loss_not_global_certificate,very_high_GPU_distributed,low,one mini-batch forward/backward。,非常に多数の安価なstochastic steps。,high_GPU_data_model_parallel,high_nonconvex,high,medium_to_high,designed_for_stochastic_noise,low,projection_or_penalty,yes,yes,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,divergence;plateau;overfitting;bad_learning_rate;saddle,小規模高精度凸問題;厳密gap必須;勾配が不正,巨大sample・online・convex ERMまたはNN baseline。,full-batch L-BFGS等がmemory/計算で重い。,validation悪化;gradient explosion;loss停滞;seed variance大。,medium,high,low_with_framework,medium,validation_metric;gradient_norm_estimate;epoch_budget;early_stopping,train_loss;validation_loss;gradient_norm;learning_rate;seed_variance,,MF_STOCHASTIC_ML,,S047;S048;S049;S070,high,2026-07-13
M_MOMENTUM_SGD,momentum SGD,SGD with momentum,momentum;Nesterov momentum,MF_STOCHASTIC_ML,variant,gradientの移動平均で加速・振動抑制。,machine_learning;stochastic_ERM;neural_network,unbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,stochastic_gradient;automatic_differentiation,continuous_high_dimensional,usually_unconstrained;simple_projection,strong_theory,yes_stationary_training,local,stochastic,local_numerical,凸/非凸でgradient normやregret等の保証。実装・schedule依存。,training_gradient_or_loss_not_global_certificate,very_high_GPU_distributed,low_SGD_to_high_adaptive_states,one mini-batch forward/backward。,非常に多数の安価なstochastic steps。,high_GPU_data_model_parallel,high_nonconvex,high,medium_to_high,designed_for_stochastic_noise,low,projection_or_penalty,yes,yes,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,divergence;plateau;overfitting;bad_learning_rate;saddle,小規模高精度凸問題;厳密gap必須;勾配が不正,NNでSGDの汎化特性を保ちつつ加速。,full-batch L-BFGS等がmemory/計算で重い。,validation悪化;gradient explosion;loss停滞;seed variance大。,medium,high,low_with_framework,medium,validation_metric;gradient_norm_estimate;epoch_budget;early_stopping,train_loss;validation_loss;gradient_norm;learning_rate;seed_variance,,MF_STOCHASTIC_ML,,S047;S048;S049;S070,high,2026-07-13
M_ADAM,Adam,Adaptive moment estimation,Adam,MF_STOCHASTIC_ML,variant,一次・二次momentの指数移動平均で座標別stepを調整。,machine_learning;stochastic_ERM;neural_network,unbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,stochastic_gradient;automatic_differentiation,continuous_high_dimensional,usually_unconstrained;simple_projection,strong_theory,yes_stationary_training,local,stochastic,local_numerical,凸/非凸でgradient normやregret等の保証。実装・schedule依存。,training_gradient_or_loss_not_global_certificate,very_high_GPU_distributed,medium_two_moments,one mini-batch forward/backward。,非常に多数の安価なstochastic steps。,high_GPU_data_model_parallel,high_nonconvex,high,medium_to_high,designed_for_stochastic_noise,low,projection_or_penalty,yes,yes,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,divergence;plateau;overfitting;bad_learning_rate;saddle,小規模高精度凸問題;厳密gap必須;勾配が不正,NNの実用的baseline、sparse/noisy gradient。,full-batch L-BFGS等がmemory/計算で重い。,validation悪化;gradient explosion;loss停滞;seed variance大。,low,high,low_with_framework,medium,validation_metric;gradient_norm_estimate;epoch_budget;early_stopping,train_loss;validation_loss;gradient_norm;learning_rate;seed_variance,,MF_STOCHASTIC_ML,,S047;S048;S049;S070,high,2026-07-13
M_ADAMW,AdamW,Adam with decoupled weight decay,AdamW,MF_STOCHASTIC_ML,variant,weight decayをadaptive gradient updateから分離。,machine_learning;stochastic_ERM;neural_network,unbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,stochastic_gradient;automatic_differentiation,continuous_high_dimensional,usually_unconstrained;simple_projection,strong_theory,yes_stationary_training,local,stochastic,local_numerical,凸/非凸でgradient normやregret等の保証。実装・schedule依存。,training_gradient_or_loss_not_global_certificate,very_high_GPU_distributed,medium_two_moments,one mini-batch forward/backward。,非常に多数の安価なstochastic steps。,high_GPU_data_model_parallel,high_nonconvex,high,medium_to_high,designed_for_stochastic_noise,low,projection_or_penalty,yes,yes,巨大次元・data;GPU;online,学習率・batch・regularization依存;真の最適性診断が弱い,divergence;plateau;overfitting;bad_learning_rate;saddle,小規模高精度凸問題;厳密gap必須;勾配が不正,weight decayを使う現代的NN training baseline。,full-batch L-BFGS等がmemory/計算で重い。,validation悪化;gradient explosion;loss停滞;seed variance大。,low,high,low_with_framework,medium,validation_metric;gradient_norm_estimate;epoch_budget;early_stopping,train_loss;validation_loss;gradient_norm;learning_rate;seed_variance,,MF_STOCHASTIC_ML,,S047;S048;S049;S070,high,2026-07-13
M_DIRECT_SHOOTING,direct shooting,Direct shooting,single shooting,MF_OPTIMAL_CONTROL,variant,control parameterを最適化し状態を前進simulationで消去。,optimal_control;MPC;trajectory;dynamics,動力学model・離散化・境界条件が妥当。導関数または線形化が利用可能。,jacobian;automatic_differentiation;linearization,trajectory;control;state,dynamics;path;bounds;boundary,strong_for_linear_quadratic,yes_local_only,local,deterministic,local_numerical,離散化問題のKKT解。連続問題との誤差は離散化とregularityに依存。,KKT_residual;dynamics_defect;costate_residual,high_with_sparse_banded_structure,medium_to_high,simulation/sensitivity + sparse NLP or Riccati recursion。,trajectory rolloutとderivative。,time_or_scenario_parallel_by_method,very_high,high,very_high,low_model_based,low,defects;multiple_shooting;barrier,yes_critical_for_MPC,yes_by_realtime_variant,動力学構造;疎性;MPC warm start,model/discretization error;initial trajectory;path constraints,trajectory_defect;unstable_rollout;bad_linearization;mesh_too_coarse,動力学が未同定;不連続eventを無処理;高いmodel mismatch,短いhorizon・安定動力学・状態制約少。,汎用NLPにflat化すると疎性が失われる。,defect停滞;rollout発散;mesh refinementで解が変化。,expert,expert,expert,high,KKT_residual;dynamics_defect;cost_change;realtime_deadline,defect_norm;constraint_violation;KKT;mesh_error;rollout_stability,,MF_OPTIMAL_CONTROL,,S042;S043;S050;S076,high,2026-07-13
M_MULTIPLE_SHOOTING,multiple shooting,Direct multiple shooting,multiple shooting,MF_OPTIMAL_CONTROL,variant,軌道をsegmentに分け状態を変数化しcontinuity制約を置く。,optimal_control;MPC;trajectory;dynamics,動力学model・離散化・境界条件が妥当。導関数または線形化が利用可能。,jacobian;automatic_differentiation;linearization,trajectory;control;state,dynamics;path;bounds;boundary,strong_for_linear_quadratic,yes_local_only,local,deterministic,local_numerical,離散化問題のKKT解。連続問題との誤差は離散化とregularityに依存。,KKT_residual;dynamics_defect;costate_residual,high_with_sparse_banded_structure,medium_to_high,simulation/sensitivity + sparse NLP or Riccati recursion。,trajectory rolloutとderivative。,time_or_scenario_parallel_by_method,high_nonconvex,high,very_high,low_model_based,low,defects;multiple_shooting;barrier,yes_critical_for_MPC,yes_by_realtime_variant,不安定動力学でも感度を抑える;疎KKT,model/discretization error;initial trajectory;path constraints,trajectory_defect;unstable_rollout;bad_linearization;mesh_too_coarse,動力学が未同定;不連続eventを無処理;高いmodel mismatch,中長horizon・不安定/非線形動力学。,汎用NLPにflat化すると疎性が失われる。,defect停滞;rollout発散;mesh refinementで解が変化。,expert,expert,expert,high,KKT_residual;dynamics_defect;cost_change;realtime_deadline,defect_norm;constraint_violation;KKT;mesh_error;rollout_stability,,MF_OPTIMAL_CONTROL,,S042;S043;S050;S076,high,2026-07-13
